,Tweet,Username,Location,Created_at
7941,Hello mimin @IndiHome ini kenapa aplikasinya service error melulu? Ga bisa login dari tadi. https://t.co/biEsj60a7p,BebalBoy,Java Island ,2022-01-23 15:05:34
7942,@puanmaharani_ri Mohon maaf pak presiden @jokowi pak @erickthohir kapan kecamatan pule kabupaten trenggalek ada… https://t.co/v1Pi43tgYo,Hamas_Rabbani,"-08,07,08,83 S 111,33,56,43 E",2022-01-23 15:05:25
7943,Mertua gue emosi bgt dong ama indihome.. ada org indihome antah berantah lewat masa diteriakin 🤪,diagonalleeeyy,+62,2022-01-23 15:04:53
7944,demi allah ini pln sama indihome kompak bgt bikin keselnya,fatheticc,hawkins,2022-01-23 15:04:38
7945,"Selama ada IndiHome Smart Camera, udah gak pernah lagi ngerasa panik kalau ninggalin rumah, Indihome terbaik sih.… https://t.co/maMoWRau9Y",cholifah0481,Surabaya,2022-01-23 15:03:52
7946,Gamers sejati harus tau ini tipsnya https://t.co/KGwzpThf7k,YasushiKou,"Alaska, USA",2022-01-23 15:02:52
7947,"Siapa yang masih suka simpen dokumen di lemari? 
Wah, sudah saatnya buat Kamu pindah ke Cloud Storage for IndiHome!… https://t.co/z49abX2F3L",cholifah0481,Surabaya,2022-01-23 15:02:52
7948,"Siapa nih Sobat yang suka nonton drama Korea?
Tonton berbagai tayangan K-Drama, K-Movie dan K-Variety Show dengan h… https://t.co/LFmhM7gedC",cholifah0481,Surabaya,2022-01-23 15:01:53
7949,"Sobat punya pertanyaan, komentar atau saran seputar layanan IndiHome? Langsung mention atau DM ke 
@indihomecare aj… https://t.co/AqciMCphGJ",cholifah0481,Surabaya,2022-01-23 15:01:45
7950,Weekend is a Movie time 😘 Bersyukur banget sudah berlangganan #INDIHOME karena kita jadi bebas untuk ber#AktivitasT… https://t.co/nxnAZcIn5r,NurjihanAisyah1,"Kota Palembang, Sumatera Selat",2022-01-23 15:00:32
7951,@IndiHome @IndiHomeCare min tolong dong cara ganti pass indihome gimana ya? urgent bgt plis,prickued,,2022-01-23 14:59:51
7952,"Indihome astagfirullah, login epep aja ga kuat 🥲",GagasJanggan,"Old trafford, Bojonegoro",2022-01-23 14:59:50
7953,Tips yg cocok buat gamers https://t.co/24QvlgYrcP,Ranchichan,Kirigakure,2022-01-23 14:59:31
7954,"Selama ada IndiHome Smart Camera, udah gak pernah lagi ngerasa panik kalau ninggalin rumah, Indihome terbaik sih.… https://t.co/nYE06R3sDG",hidayatokto05,Surabaya,2022-01-23 14:59:20
7955,Test lagi Cctv Pantau motor alhamdulillah masih aman enak nya Cctv terhubung dgn indihome mantap Banget.… https://t.co/A2aiwn1RLY,Maxirahmath29,Palu sulawesi tengah,2022-01-23 14:59:14
7956,"@DadanSumara @IndiHome telepon atuh ajig bendahara combi, pan gawe didinya :(",tioumbara,,2022-01-23 14:58:58
7957,"RT @TelkomJabar: Halo Gamers! nge-Game pake IndiHome Gamers itu banyak banget loh benefitnya!!

Pastinya mabar bareng temen mu makin lancar…",myuuuzztika,"Kota Madiun, Jawa Timur",2022-01-23 14:58:49
7958,"Siapa yang masih suka simpen dokumen di lemari? 
Wah, sudah saatnya buat Kamu pindah ke Cloud Storage for IndiHome!… https://t.co/cpWKH6UmhR",hidayatokto05,Surabaya,2022-01-23 14:58:44
7959,"RT @telkomkti: Halo Sobat KTI!  👋
It's Cuan Time 😆
Ada #Giveaway saldo LinkAja total 150K untuk 3 orang pemenang 🤩

Cukup pilih potongan pu…",TimothyWinBig,-,2022-01-23 14:58:14
7960,"Siapa nih Sobat yang suka nonton drama Korea?
Tonton berbagai tayangan K-Drama, K-Movie dan K-Variety Show dengan h… https://t.co/rRDQpV2iF5",hidayatokto05,Surabaya,2022-01-23 14:58:08
7961,"Sobat punya pertanyaan, komentar atau saran seputar layanan IndiHome? Langsung mention atau DM ke 
@indihomecare aj… https://t.co/ykEDi2zngb",hidayatokto05,Surabaya,2022-01-23 14:57:58
7962,gamers atau bukan bagusnya diikutin yah tipsnya 😁📱 https://t.co/cxrAJX4Bgf,rosabaskoro,,2022-01-23 14:57:54
7963,gua penasaran apa cuman di indonesia akun kek gini di bully sama customernya 😂 https://t.co/tPkvkHHVGG,astahereeebitjh,he/him ,2022-01-23 14:57:30
7964,"apapun hp nya, kalo provider wifi masih indihome jugaa percumaa https://t.co/uRQ24nucp5",letterrioz,,2022-01-23 14:56:43
7965,"RT @MySumatera: Seleb dengan tweet-tweet impiannya dulu, sampai mereka wujudkan sendiri di masa depan✨

Yuk jangan takut untuk bermimpi, te…",myuuuzztika,"Kota Madiun, Jawa Timur",2022-01-23 14:56:29
7966,Kabar baik untuk para gamers https://t.co/P2MyP5ThPh,een_nita,"Seoul, South Korea",2022-01-23 14:55:40
7967,"Selama ada IndiHome Smart Camera, udah gak pernah lagi ngerasa panik kalau ninggalin rumah, Indihome terbaik sih.… https://t.co/SZ4jmVQyQZ",asihfajarwati81,surabaya,2022-01-23 14:54:52
7968,"Siapa yang masih suka simpen dokumen di lemari? 
Wah, sudah saatnya buat Kamu pindah ke Cloud Storage for IndiHome!… https://t.co/0Ty71tiTZY",asihfajarwati81,surabaya,2022-01-23 14:54:17
7969,indihome kenapa😔😔😔,kucingyoshi,bukan sulap bukan she/her,2022-01-23 14:54:14
7970,"Siapa nih Sobat yang suka nonton drama Korea?
Tonton berbagai tayangan K-Drama, K-Movie dan K-Variety Show dengan h… https://t.co/gbCzSfIFis",asihfajarwati81,surabaya,2022-01-23 14:53:15
7971,"Sobat punya pertanyaan, komentar atau saran seputar layanan IndiHome? Langsung mention atau DM ke 
@indihomecare aj… https://t.co/gURLeCC3gD",asihfajarwati81,surabaya,2022-01-23 14:53:06
7972,"@telkomkti Puzzle A
#InternetnyaIndonesia #IndiHome #AktivitasTanpaBatas 

Yuk ikutan juga, Sobat!
1.… https://t.co/LdGKN3gQ8d",ET_Febrian,"Bandung, Indonesia",2022-01-23 14:52:45
7973,Tips yg cocok buat gamers https://t.co/HXA42FaQ8k,rindoamnesta,,2022-01-23 14:52:17
7974,"Nikmati berbagai tayangan premium sports di Indihome
#InternetnyaIndonesia 
#AktivitasTanpaBatas https://t.co/1RIvxqoTbF",lailafadhilah98,"Semarang, Jawa Tengah",2022-01-23 14:51:09
7975,"Anjir komen ditutup biar ga kena bully 😂

Its funny how they assume 'lupa matiin AC' more relatable than ""internet… https://t.co/KCDiJco1Ah",twoh,Jakarta,2022-01-23 14:50:37
7976,"Selama ada IndiHome Smart Camera, udah gak pernah lagi ngerasa panik kalau ninggalin rumah, Indihome terbaik sih.… https://t.co/bstXUiZfFQ",aguspur0875,Surabaya,2022-01-23 14:50:09
7977,@rutovg makanya jangan pake indihome,capriesed,she  her  16,2022-01-23 14:49:37
7978,Boong aja lau :( https://t.co/ofoq3NTQ01,reza_nandika,"Rangkasbitung, Indonesia",2022-01-23 14:49:34
7979,"Siapa yang masih suka simpen dokumen di lemari? 
Wah, sudah saatnya buat Kamu pindah ke Cloud Storage for IndiHome!… https://t.co/FXcuwp9Zbf",aguspur0875,Surabaya,2022-01-23 14:49:23
7980,indihome aneh bgt,gisselynb,,2022-01-23 14:49:11
7981,benerin jaringan lu ajg https://t.co/UjyOFSnLEh,letterrioz,,2022-01-23 14:49:05
7982,"Siapa nih Sobat yang suka nonton drama Korea?
Tonton berbagai tayangan K-Drama, K-Movie dan K-Variety Show dengan h… https://t.co/MRoGbA6Ll8",aguspur0875,Surabaya,2022-01-23 14:48:36
7983,"Sobat punya pertanyaan, komentar atau saran seputar layanan IndiHome? Langsung mention atau DM ke 
@indihomecare aj… https://t.co/2S3iPPGsJF",aguspur0875,Surabaya,2022-01-23 14:48:24
7984,"RT @andikamalreza: Penjabaran kuantifikasi dari 87% yang pake Indihome:

1% memang memilih Indihome.
99% terpaksa pakai, cuma hanya itu yan…",sarkaswati,,2022-01-23 14:47:50
7985,"RT @abugesper: 31st Seoul Music Awards Eric,Mark, taeyong,doyoung,MAMA WE MADE IT,Besok Senin  #SMA2022 Kalimantan #TerjangkitDBD
https://t…",abugesper,,2022-01-23 14:47:40
7986,@darijendelasma Bukan indihome soalnya,Morvtheo,,2022-01-23 14:46:58
7987,@UseeTVcom mau tanya dong caranya add on apps “nonton” di indihome gmn caranya,mrsrahadiyan,,2022-01-23 14:46:08
7988,sok asik loeee https://t.co/xFBOqFVO8p,teresazxcvbnm,,2022-01-23 14:45:24
7989,RT @TelkomIndonesia: Tunggu apalagi Sobat? Segera berlangganan minipack IndiAction dan nikmati tayangan-tayangan berkualitas bersama keluar…,YoesfaT,,2022-01-23 14:45:07
7990,@IndiHome tolong wifi saya berkedip merah seperti ini sejak kemarin tolong saya indihome https://t.co/eUsCQjXeiG,fernandarpk3,jaksel,2022-01-23 14:45:02
7991,RT @TelkomIndonesia: Suka dengan tontonan yang memacu adrenalin? Berarti Sobat harus berlangganan minipack IndiAction dari IndiHome TV! htt…,YoesfaT,,2022-01-23 14:45:00
7992,"@IndihomeJTD Layangan putus
@qolbiku 
@Jsetya_ 
@SaptoAdi_07   
#giveawayindihomejtd #InternetnyaIndonesia 
#IndiHome",manihnih,"DKI Jakarta, Indonesia",2022-01-23 14:44:55
7993,"@Stevaniehuangg Numpang ya mbak.
Smg ada perubahan di era Jokowi.  Kalaupun blm, smg presiden penggantinya lbh pedu… https://t.co/bBJDJN4Gje",w_i_d_h_i,,2022-01-23 14:44:44
7994,Kesel bgt sama indihome hari ini lemoot bgtt ihhh,dilanyambat,,2022-01-23 14:43:31
7995,@cincinsaturnuss pokoknya jangan make indihome dah,Bear_rr,Indonesia,2022-01-23 14:43:11
7996,Indihome nek kudanan kawurr,flowergvxrl,,2022-01-23 14:42:58
7997,"RT @IndiHome: Kalo 🖤When We Were Young  Fest🥀 punya festival yang bikin kangen masa lalu. 

IndiHome juga mempersembahkan #InternetnyaIndon…",lahngapayak,,2022-01-23 14:42:30
7998,para gamers harus tau ini nih 🤩 https://t.co/IPy7a2zKY6,hynzw,,2022-01-23 14:42:22
7999,"RT @indihomejkt: Hi Sobat IndiHome,

Sebelum sobat memulai aktivitas digital, yuk pahami jumlah perangkat sesuai kecepatan internet!
Kecepa…",myuuuzztika,"Kota Madiun, Jawa Timur",2022-01-23 14:42:16
8000,"RT @indihomejkt: Jangan lupa ikuti Rulesnya ya Sob!
1. Wajib Follow 
@IndiHomeJKT
@IndiHome
2. Wajib Like, ReTweet dan Mention 2 teman
3. R…",myuuuzztika,"Kota Madiun, Jawa Timur",2022-01-23 14:42:05
8001,"Happy sunday 
Jangan lupa nonton drakor dengan indihome sambil makan ice cream  🥰 https://t.co/5ngZX8t9em",puputwidiastuti,"Gajahmungkur, Indonesia",2022-01-23 14:42:04
8002,"RT @indihomejkt: Halo Sobat IndiHome,

Minggu ini ada deretan tontonan film horor yang bikin weekend kamu makin seru! 
Sobat dapat mengakse…",myuuuzztika,"Kota Madiun, Jawa Timur",2022-01-23 14:41:52
8003,"RT @andikamalreza: Penjabaran kuantifikasi dari 87% yang pake Indihome:

1% memang memilih Indihome.
99% terpaksa pakai, cuma hanya itu yan…",infoajus,,2022-01-23 14:41:49
8004,"RT @indihomejkt: Hai sob, waktunya #QuizJempol!

Bagi sobat pelanggan IndiHome pasti bisa banget menjawab pertanyaan ini…
Dari gambar di at…",myuuuzztika,"Kota Madiun, Jawa Timur",2022-01-23 14:41:46
8005,"Mumpung hari minggu mau silaturahmi dulu sama keluarga dan teman2, walaupun jarak jauh untung ada IndiHome jadi bis… https://t.co/bTaFmntqBV",puputwidiastuti,"Gajahmungkur, Indonesia",2022-01-23 14:40:31
8006,"Tidak perlu bermanis-manis  untuk disukain banyak orang, tetap jadi apa adanya menunjukkan sisi terbaikmu untuk dis… https://t.co/M4IIbtqgXx",lailafadhilah98,"Semarang, Jawa Tengah",2022-01-23 14:39:50
8007,Udah daftar KIGP 2022? Yuk persiapkan diri kalian belajar latihan soal yang ada di IndiHome Study. Biar makin besar… https://t.co/9shFknUIdW,Era22853055,Kalimantan Utara,2022-01-23 14:39:42
8008,"@koobubbi Ih sama, tiap war aku slalu kalah grgr indihome 😭😭😭",aameeellp,,2022-01-23 14:39:28
8009,"Weekend jalan-jalan ❌
Weekend latihan soal di IndiHome Study ✅
emang seru banget kalo udah pasang IndiHome paket pe… https://t.co/Aha3Cm04by",Era22853055,Kalimantan Utara,2022-01-23 14:39:16
8010,"Dari tea kita belajar tidak perlu bermanis-manis  untuk disukain banyak orang, tetap jadi apaadanya menunjukkan sis… https://t.co/JO6VLpW6B0",puputwidiastuti,"Gajahmungkur, Indonesia",2022-01-23 14:39:14
8011,@qaiurss Agak buruk karena Indihome tadi sempat mati 16 jam 😭,sunskieslight,𝙾𝚃𝟷𝟸. 𝚃𝚎𝚞𝚖𝚎 𝚘𝚗𝚕𝚢,2022-01-23 14:39:13
8012,Dapet info dari @indihomeborneo kalo dapat akses gratis IndiHome Study kalo pasang IndiHome paket pelajar nih. Ngeb… https://t.co/C5nKIHLN2P,Era22853055,Kalimantan Utara,2022-01-23 14:38:49
8013,Buat kaliyan yang bingung milih paket indihome nih gengs #InternetnyaIndonesia #AktivitasTanpaBatas #IndiHome https://t.co/OHGx1GQaAW,pipozerow,"Semarang Barat, Indonesia",2022-01-23 14:38:23
8014,"Akhir pekan cuma di rumah aja ni??? Tenangg, karna skarang sudah ada IndiHome yang siap nemenin aktivitas di akhir… https://t.co/skbplOHZp1",puputwidiastuti,"Gajahmungkur, Indonesia",2022-01-23 14:37:59
8015,RT @TelkomIndonesia: IndiHome terus berkomitmen menjadi window of entertainment terlengkap dengan hiburan digital kelas dunia demi memberik…,octaooot,depok,2022-01-23 14:37:58
8016,"RT @TelkomIndonesia: Spesial bulan ini, Sobat dapat menikmati 26 turnamen HSBC BWF World Tour Super 500: Yonex Sunrise India Open Tournamen…",octaooot,depok,2022-01-23 14:37:54
8017,"RT @TelkomIndonesia: Bersama SPOTV, IndiHome Hadirkan Tayangan Olahraga Terbaik Dunia https://t.co/50T95t8j5t",octaooot,depok,2022-01-23 14:37:52
8018,Suasana pagi di hari minggu waktu yang pas banget buat jogging santai sambil dengerin lagu pake IndiHome pastinya i… https://t.co/gZWcYQV7bc,puputwidiastuti,"Gajahmungkur, Indonesia",2022-01-23 14:37:51
8019,"Pasang IndiHome paket pelajar buat bikin betah belajar di rumah lewat IndiHome Study, lumayan banget bisa sambil st… https://t.co/mMg4UBPAOE",Era22853055,Kalimantan Utara,2022-01-23 14:37:50
8020,"Pasang IndiHome paket pelajar buat bikin betah belajar di rumah lewat IndiHome Study, lumayan banget bisa sambil st… https://t.co/MeRMRTtNcs",sagita_ersa,Kalimantan utara,2022-01-23 14:36:51
8021,"Malam malam begini paling cocok main tiktok, cari vidio lucu yang menghibur, pastinya selalu lancar dengan jaringan… https://t.co/SRcUp2Dt9l",Anugrah72768202,"Kota Makassar, Sulawesi Selata",2022-01-23 14:36:50
8022,"@sayurlofi_aja beneer,lg sering bgt putus2 koneksimu @IndiHome",RedJokeer,Jakarta Selatan,2022-01-23 14:36:26
8023,Dapet info dari @indihomeborneo kalo dapat akses gratis IndiHome Study kalo pasang IndiHome paket pelajar nih. Ngeb… https://t.co/XaEZQyLCAB,sagita_ersa,Kalimantan utara,2022-01-23 14:35:53
8024,"Akhir pekan cuma di rumah aja ni??? Tenangg, karna skarang sudah ada IndiHome yang siap nemenin ☺️ https://t.co/0pOW0zKZbD",lailafadhilah98,"Semarang, Jawa Tengah",2022-01-23 14:35:42
8025,"Weekend jalan-jalan ❌
Weekend latihan soal di IndiHome Study ✅
emang seru banget kalo udah pasang IndiHome paket pe… https://t.co/BCVJrkOkhY",sagita_ersa,Kalimantan utara,2022-01-23 14:35:28
8026,Udah daftar KIGP 2022? Yuk persiapkan diri kalian belajar latihan soal yang ada di IndiHome Study. Biar makin besar… https://t.co/Dl2gMM8K14,sagita_ersa,Kalimantan utara,2022-01-23 14:34:37
8027,@gnoesnimgnod Beneran IndiHome emang lelet beberapa hari ini😔,MashiMoon_,"Mie,japan",2022-01-23 14:34:13
8028,RT @TelkomIndonesia: Suka dengan tontonan yang memacu adrenalin? Berarti Sobat harus berlangganan minipack IndiAction dari IndiHome TV! htt…,octaooot,depok,2022-01-23 14:33:19
8029,Perangkat kamu rusak? Gausah bingung... ada sosmednya indihome buat mempermudah kamu kalo nemu masalah nih… https://t.co/29HYnJosMf,pipozerow,"Semarang Barat, Indonesia",2022-01-23 14:31:59
8030,Indihome kenapa lagi sibbi,simishbah,"Mojokerto, Jawa Timur",2022-01-23 14:30:41
8031,ini emang indihome yang lemot kah??!!,jngwonssi,,2022-01-23 14:30:07
8032,"Buat kamu gamers, sebelum upgrade smartphone ada baiknya intip deh tips-tips berikut ini!

Biar main game makin asi… https://t.co/UPeRBoqjT8",sanvris,"Pematang Siantar, Indonesia",2022-01-23 14:30:05
8033,"RT @telkomkti: Halo Sobat KTI!  👋
It's Cuan Time 😆
Ada #Giveaway saldo LinkAja total 150K untuk 3 orang pemenang 🤩

Cukup pilih potongan pu…",ET_Febrian,"Bandung, Indonesia",2022-01-23 14:29:47
8034,"Sekarang emang zamannya online y, maen Hp bisa jadi duit. 
Begini cara nya kalau lewat IndiHome.… https://t.co/OoL7wa5bbz",susiloningrum01,Semarang,2022-01-23 14:29:11
8035,"indihome akhir2 ini anyinggg bgttt cobaaa 😭
berdosa bgttt astaghfirullah",kayaxbahagia,,2022-01-23 14:28:44
8036,@RobbyAryndi Aku sih tim indihome,xxcupsxx,"Kalimantan Selatan, Indonesia",2022-01-23 14:28:03
8037,"membanggakan.

Ingin tau fasilitas apa saja yang didapatkan para beasiswa event IGBA?

Berikut kami ulaskan Facilit… https://t.co/yBGsr1AKCW",riadi_yan,Jakarta selatan,2022-01-23 14:27:51
8038,"Halo Sobat!
Happy Weekend!

Tak terasa event IndiHome Gideon Badminton Academy sudah bergulir hampir 1 tahun, para… https://t.co/IQcnbYEDxr",riadi_yan,Jakarta selatan,2022-01-23 14:27:50
8039,indihome kenapa lelet banget BRENGSEEKKK,zorobbae,she/her,2022-01-23 14:27:28
8040,Webinar tipis-tipis #IndiHome #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/SqlShFECa1,kurbinn,"Kota Palembang, Sumatera Selat",2022-01-23 14:27:15
8041,Toloong ini indihome jam sgini lemot????????,cloudlanz,Cloud recesses,2022-01-23 14:26:41
8042,"@IndiHome min tolong dong jaringan dirumah saya lemot banget ini gabisa dipake padahal baru bayar, bsk udah kuliah pagi",archailly,,2022-01-23 14:24:51
8043,"Dari kopi kita belajar tidak perlu bermanis-manis  untuk disukain banyak orang, tetap jadi apaadanya menunjukkan si… https://t.co/NFYON0Bhwl",Loii_1717,"Yogyakarta, Indonesia",2022-01-23 14:23:32
8044,Suasana pagi di hari minggu waktu yang pas banget buat jogging santai sambil dengerin lagu pake IndiHome pastinya i… https://t.co/3vKVn0tsXu,Loii_1717,"Yogyakarta, Indonesia",2022-01-23 14:23:20
8045,"@indihomejkt 5 + 10 + 10 = 25 , jawabannya 25 @Nengcic49853461 @setya_dhaf #IndiHome #QuizJempol #AktivitasTanpaBatas",KinYB3,,2022-01-23 14:22:53
8046,"Akhir pekan cuma di rumah aja ni??? Tenangg, karna skarang sudah ada IndiHome yang siap nemenin aktivitas di akhir pekan ☺️",Loii_1717,"Yogyakarta, Indonesia",2022-01-23 14:22:52
8047,"Solusi saat IndiHome kalian sedang gangguan.. 
#InternetnyaIndonesia 
#AktivitasTanpaBatas https://t.co/J6hfmEbh4H",AgusNug1995,Semarang,2022-01-23 14:21:23
8048,"@IndiHome jaringan internet untuk tag Indihome no. 131165138160 kenapa yah, karek ge tgl sakieu anyar mayar tara te… https://t.co/IA2IonqbIo",Dimunz_Agger,"Bandung , Jawa Barat",2022-01-23 14:21:19
8049,"Payah bat payah masa eror mulu.Sia2 dong ini bayar.Hey @IndiHome @IndiHomeCare Kemaren baru gangguan lho,ini kenapa eror mulu dah?",Bear_rr,Indonesia,2022-01-23 14:19:06
8050,Indihome lemot bgt 🥲,pipelswettttt,"Aku suka sambat, jgn cepu ya",2022-01-23 14:18:35
8051,Indihome jug. Ya Allah. Web kalian kenapa sih @theafcdotcom 😭,aliefmaulana_,,2022-01-23 14:18:26
8052,Indihome kenapa lagi dah,cinmauw,,2022-01-23 14:17:32
8053,indihome u sama aja kaya senin tch mendikusai wifi,yantojaksel,ic : _LYNUNE,2022-01-23 14:16:40
8054,"bener"" ya indihome. drop ke 1.5 Mbps ini woe",ngantugg_,Indonesia,2022-01-23 14:16:30
8055,"RT @andikamalreza: Penjabaran kuantifikasi dari 87% yang pake Indihome:

1% memang memilih Indihome.
99% terpaksa pakai, cuma hanya itu yan…",Adtarie,Malaysia ,2022-01-23 14:15:55
8056,@indosat Ini sinyal indosat kok naik turun sih buat game. Lama2 udah kayak sinyal indihome aja bikin emosi,seung_jooni,"Kota Malang, Jawa Timur",2022-01-23 14:15:48
8057,Gamers wajib baca 🤣 https://t.co/JDZLhyj1JQ,rinshaly,,2022-01-23 14:14:33
8058,"Apps MyIndihome kok gak ada gunanya sama sekali ya.

Mau cek tambahan biaya buat add on bein sport gak muncul-muncul. 💩 @IndiHome",farkhanrmdh,Jakarta-Solo,2022-01-23 14:14:29
8059,"RT @MySumatera: Seleb dengan tweet-tweet impiannya dulu, sampai mereka wujudkan sendiri di masa depan✨

Yuk jangan takut untuk bermimpi, te…",sanvris,"Pematang Siantar, Indonesia",2022-01-23 14:14:27
8060,Bener nih buat para gamers biar main games lancar harus cobain paket ini https://t.co/pnonSpw8DQ,Jajananmanis1,,2022-01-23 14:14:19
8061,"@robertusevan Hai Kak Evan, laporan Kakak sudah ada follow up guna mempercepat jaringan IndiHome dilokasi dapat dig… https://t.co/NsMfhCH744",IndiHomeCare,Indonesia,2022-01-23 14:14:16
8062,"@robertusevan Hai Kak Evan, laporan Kakak sudah ada follow up guna mempercepat jaringan IndiHome dilokasi dapat dig… https://t.co/f1YNx99Mlu",IndiHomeCare,Indonesia,2022-01-23 14:14:11
8063,Oiya. Disini tersedia paket Gamers Lo sobat https://t.co/0vP0TlYNe7,axisku481,,2022-01-23 14:13:51
8064,duh indihome leletnyaa,sweetiesleee,,2022-01-23 14:13:26
8065,Gamers sdh pasti pake paket ini https://t.co/pin3LBckQf,kusukaaboba,,2022-01-23 14:12:44
8066,"stabil internetan nih, yuk langganan biar jadi gamers professional https://t.co/wrba7b9cAu",carnopy,,2022-01-23 14:10:50
8067,Laporan dari @GoodStatsid bahwa Bank Dunia mencatat @IndiHome menjadi layanan fixed broadband dengan jumlah pelangg… https://t.co/IIzOnVOo0A,KlikGawai,DKI JAKARTA,2022-01-23 14:10:33
8068,"diem, tp kok ngga bnr2 jg..tlg dong @IndiHome , lemot bgt ini udh 3 hari...parah bgt yakk...hadeuh",KuplePadaBass,"ÜT: -7.329117,112.731274",2022-01-23 14:09:02
8069,sobat gamers mari berbahagiaaaa https://t.co/8SDQdGUYJB,prvofile,,2022-01-23 14:08:57
8070,"@kdrama_menfess Iyap, sebut seungtak-ah si anak indihome",chocochanwoo,🇮🇩,2022-01-23 14:08:45
8071,"31st Seoul Music Awards Eric,Mark, taeyong,doyoung,MAMA WE MADE IT,Besok Senin  #SMA2022 Kalimantan #TerjangkitDBD
https://t.co/lKk80zFm4p",abugesper,,2022-01-23 14:08:39
8072,"RT @W4r_1: Akhir pekan cuma di rumah aja ni??? Tenangg, karna skarang sudah ada IndiHome yang siap nemenin aktivitas di akhir pekan ☺️",seblakseeker,teuland | her,2022-01-23 14:08:31
8073,Gamers sdh pasti pake paket ini https://t.co/bKZIHAs4tQ,Kicikkk2,,2022-01-23 14:07:50
8074,Aku mau pilih paket gamers yg sesuai kebutuhan https://t.co/ki4kaQyGxx,Cintamtk2,,2022-01-23 14:07:44
8075,asik gamers seneng denger info ini wkwkwkw https://t.co/5Po99dSRi7,rochket,,2022-01-23 14:07:21
8076,"Indihome bagusnya cuma di awal2 doang, kalo udh lama dan hampir setaun mulai ngadat2. Solusinya beres kontrak 1 tau… https://t.co/QkdmOIUuLM",aldryandimas,,2022-01-23 14:07:08
8077,"@Jaeminkawe Bukan akun indihome, jangan protes",xancny,MAA Management,2022-01-23 14:07:04
8078,@mauvinyl paket tetangga indihome nya kak,dazee0_0,semoga dihati kamu cuma aku ya,2022-01-23 14:06:46
8079,"Ini dia alasannya kenapa nonton UseeTV di IndiHome bikin nagih!! Channelnya seru-seru pisaan!! 🥰
Semua channel favo… https://t.co/NZdcHdGWoP",AaDyanz,Bandung,2022-01-23 14:06:40
8080,"@indihomejkt Ayo @yeyen_rahmasari @MutaharohN ikutan quiz ini!

Jumlah berikutnya adalah = 25

#QuizJempol… https://t.co/W7X0DmlOkU",Cheppy_Gunawan,Kota Palembang,2022-01-23 14:05:17
8081,"@hostingcounter @IndiHomeCare @IndiHome Hahaha..

Terpaksa nonton bola pakai bahasa Arab 🤣",Paltiwest,"Medan dan Jakarta, Indonesia",2022-01-23 14:05:04
8082,"@lii_heree Indihome gue mati anjir, gue kagak ada koutaa",sunskieslight,𝙾𝚃𝟷𝟸. 𝚃𝚎𝚞𝚖𝚎 𝚘𝚗𝚕𝚢,2022-01-23 14:04:27
8083,"@telkomkti Jawabannya adalah Puzzle A

Yuk ikutan sob
@Yayaktrii 
@charis_jek 
@wiwinindriany1 

#IndiHome… https://t.co/4Fe6LCIT3R",lorakandhiswati,,2022-01-23 14:03:21
8084,"RT @indihomejkt: Hai sob, waktunya #QuizJempol!

Bagi sobat pelanggan IndiHome pasti bisa banget menjawab pertanyaan ini…
Dari gambar di at…",Cheppy_Gunawan,Kota Palembang,2022-01-23 14:02:35
8085,@sunskieslight wkwk indihome sering trouble anjir,nanabeauty144,,2022-01-23 14:02:30
8086,*Mendadak jadi nak indihome* https://t.co/U0PFBQFxZ7,cutty_____,"Kadang diatas, kadang dibawah",2022-01-23 14:02:21
8087,"Eh masuk, Indihome mulai.",fluffyscent,"She/Her ✦ MDNF, MDNI.",2022-01-23 14:01:04
8088,"RT @telkomkti: Halo Sobat KTI!  👋
It's Cuan Time 😆
Ada #Giveaway saldo LinkAja total 150K untuk 3 orang pemenang 🤩

Cukup pilih potongan pu…",lorakandhiswati,,2022-01-23 14:00:33
8089,"RT @telkomkti: Hai Sobat!👋
Ada yang kesal ga kalau sinyal wifi gak sampai di seluruh ruangan rumah? 
Ada Wifi Extender yang bisa jadi solus…",lorakandhiswati,,2022-01-23 14:00:29
8090,"RT @telkomkti: Lagi asyik streaming, tiba-tiba hening... eh ternyata jaringan lagi gangguan karena belum bayar tagihan.
Pasti gak mau kan h…",lorakandhiswati,,2022-01-23 14:00:25
8091,"RT @telkomkti: Hari gini masih jaman mikirin kuota ?🤔

Minti kasih tau yaa, sekarang sudah ada loh Layanan SMOOA untuk berbagi kuota dengan…",lorakandhiswati,,2022-01-23 14:00:21
8092,"RT @telkomkti: Sekarang sudah ada loh Paket Indihome untuk kebutuhan aktivitas belajar, mengajar maupun bekerja sebagai jurnalis. Jangan sa…",lorakandhiswati,,2022-01-23 14:00:17
8093,"@TENESA_TELKOM Halo admin, mohon bantuannya untuk dibuka isolir indihome, padahal sudah dibayar. Terima kasih.",nuruuulmph,"Padang, Indonesia",2022-01-23 13:59:52
8094,"jiaaahh reply dibatasi, lo nge jokes gini biar apa, karyawan lo noh udah sejahtera belum? 'cicilan rumah' 'susu ana… https://t.co/fKJmpqyIvZ",christianbosar,"Bogor, Indonesia.",2022-01-23 13:59:52
8095,"@TENESA_TELKOM malam, saya mau upgrade speed di app my indihome gabisa mulu, solusi nya gimana??",husnaa_ss,,2022-01-23 13:59:29
